title,artist,spotify_id,lyrics,bpm,energy,danceability,loudness,valence,rhyme_density,rhyme_density_old
Uck (Prod. by CHANGMO),SUPERBEE,7x7SVFDFIjZj4QBrC3VgiA,"Yeah, 내 손목엔 오데마 시계, 약속 안 늦어 다신
사랑보다도 돈이 절실했던 거야, 그때 나 실은
나 이제 벌었어 사임, 잘할 자신 있어 다시 널 본다면
다 이뤘지만 허전함은, yeah, ay, yeah
근데 이젠 너를 못 부를듯하네, babe
기념일 대신에 돈을 세 이젠, 영혼 버린 듯 일만을 매일 해
무료로 들어가 많은 클럽, 눈이 커다래져 나를 봄
잘생겼다며 거짓말해, 너도 그 말은 한 번도 안 했는데
그래서 난 그런 말 안 믿어, 그대가 안 했으니까
그렇담 그런 거지 뭐, 그리 나 너를 못 지워
500 넘어 내 목걸이는, 월에 못 벌어두 천이구
허나 내 머릿속 서리는 한 그림은 3평 월세 안 껴안은 둘

(Ay, bee!), ouu, yeah, i'm addicted to the cash, ouu
Yeah, i'm addicted to the cash, ouu
연애는 uneducated, 버는 건 천재, 미안해 baby, ouu
매드홀릭, 아레나, 버닝선, 페이스
매드홀릭, 아레나, 버닝선, 페이스
불토에 pull up, pull up 해도 너 같은 앤 no one, 돌아와 baby, ouu
Gucci bag, Louis bag, Fendi bag, Chanel bag, Birkin bag
다 줄게, i'm moneybagg
멋진 벼락부자 얘도 너가 없어 그지 같애 꼴
매일 밤 돈을 세다 잠에 들지만 꿈에 너가 나타나 잠 깨, uh
눈물이 흘러 매일, yeah, 마치 내 목에 icey (ice)
드디어 내 벌이는 억이야, 우리 매일 가던 롯데리아
단품 말고 살 수 있어 세트 100개
근데 너가 없이 무슨 소용이야, ya, ya, ya
(무슨 소용이야, uh, huck, uh, uh, uh, uh, 억)",0.0,0.251,0.0,6.106,0.0,0.4039,0.2738
"U (feat. Oxynova, Royal 44)",SUPERBEE,162GeV7HFg7uWs3TK29VYo,"내 앨범 제목이 love 그리고 rap and life
된 건 because of you 우주를 도는 satellite
처럼 I tripped 질리지도 않아 day and night
Think of her, 매일 나 아직까지도 damn, why?
그냥 나 혼자 살래 I don't love, that's fucked
차라리 쿨했어 돈만 밝혔던 내가
친구 몇도 I kicked them
클럽 꽁테이블 혹은 대출 they wishin’

Uh 누가 묻네, 무슨 기분이야 돈 있음
궁금해서  피워볼까 걍 고민중
갑자기 그게 무슨 말이냐 해
최고의 답변이었는데 they’re missin'
Oxy는 현실이랑 멀수록 가진 꿈이 의미가 있대
이제 그 꿈 난 없지만 좋았던 기억은 언제나
Yeah, the one for me is just always gon’ be you

하루 종일 너 생각만 돼, 이건 병이야
돌고 돌고 돌고 돌아 결국 또 제자리야
어딜 가든 대접받잖아 이제 이게 내 자리야
근데 만약 너가 딴 남자 곁에? 그럼 씨발년이야
널 처음 보자마자 네게 fallin'
When I'm with you, I don't need molly
Baby, I'm just get that money
안 되면 전부 내 탓 해
사랑을 안 믿어 그게 나의 complex
너가 먼저 열어주면 나도 열어줄게",132.945,0.841,0.572,-5.571,0.595,0.4367,0.2642
Mirror (feat. JUSTHIS),SUPERBEE,3dm7z08f9vgO4bN3kjCoXJ,"대마초는 안 피지만
피웠으면 내가 제일 비싼 걸 피지 (비싼 걸 피지)
Only I fuck with foreign jewelers
내가 찬 얼음은 fiji (얼음은 fiji)
구린 걸 구리다 말했더니
왕따가 된 느낌이 (왕따 된 느낌이)
기분이 드럽다가도
또 위로를 해줘 내 수입이, 들켜 니 시기
VVS, VVS, diamonds
손목을 감어 honeycomb flower
They gon panic me shine harder
새끼들 모두 다 bitch 음악하고
이쯤에 rapper는 몇이나 남어
I don’t know why I don’t get it
I don’t know why
I don’t know why they keep bitchin’
짜식들 돌려 까는게 재미인데, ah man
이젠 그것도 너무 시시
Goyard buckle을 차곤 LV 매장을 통째로 사
One damn minute (Let’s get it)
심지어 그림자도 못 밟아
내가 있는 곳에 오지못해 니넨 (Bitch)
돈 얘기 없는 가사도 내 기준엔
Hip-hop 아니지, y’all lamest lames
수술대 의사보다 내 이성은 날카로워
On cartier frameless glass, huh
니꺼는 Stainless steel (Steel)
우리집 부엌에 Lock&Lock 냄비처럼 (Ha-ha-ha-ha)
근데 그걸 넌 목에 거니
언니들이 싫어해 y’all ain’t shit (You ain’t shit)
Ooh, Ice on me real
그게 홍대랑 내가 악수를 할 수 없는 일
난 야마를 지키지, 그거 외로워
때론 홀로 game을 지키는 꼬락서니니, ya heard

난 걸쳐 Raf Simons archive
얘네 입어 여자한테나 잘 보이려고
근데 깔 상도 박살
그걸 어케 타 가기는 하냐, huh
수위조절 줘 강아지한테
개 돼지들이 맛 봐, 날 씹고 뜯고 즐기지
But I'm cool with that meme shit
누군 억 목에 감아도 아무도 관심 하나 안 줘
돈 써 푸는데 알바도
간장에 절인 암게 배딱지 갈라서
알에다가 밥 비벼먹는 삼시세끼인
내가 할 소린 배부른 소리 like 트림 (트림)
다들 돈을 위해 죽을 듯 살지만
돈을 위해 죽을 수 있냐고 물으면 아무도
쥐 죽은 듯이 조용해지는 서울특별city
근데 잘 먹고 잘 사는 snitches
그래서 외로운 내가 더 행복
Oh, your whip foreign? my chick foreign
그냥 무지티가 아냐, bitch it's Rick Owens
강 윗 쪽 놈 보러 언니들이 강 밑 쪽서 skirt skirt, whoa
구멍동서라니 아우야, I'm never sour
I'm just smokin' somethin' much louder
난 뱉어 걸고 내 아들과 딸들
물론 방금 걔넨 뱉었지, 얘가 삼킬려다 말구
엄마 걱정 마, it's all lie
친구들한텐 장난까냐, no lie
년들한텐 가서 알려 다른 년들한테
민국이 민순이들한테는
이런 나라도 어차피 사랑해줄 거잖아
네 거울이라, whoa

I’m on a whole another level (Level)
Y&R gang 니 두배로 do better, yeah (Gang)
Yellow Versace robe를 걸치지
난 Tutankhamen king
No.1 내 numero
생각해보면 이 game은 나를
더 negative하게 만들어 이 시발
내 모든 의도가 뻔한 돈 얘기로 바뀔 땐
떠나고 싶었었지 난
Listener들에 큰 실망
고인돌적인 사고력과 감정에 휩싸여
마치 타짜 영화를 보고
김윤석을 길에서 본다면 손가락질 할
연약한 발라드 타입의 bitch
자칭 hip-hop fan, yo none of that shit
넌 이 문화의 암 병폐 sick
What da suck is y’all saying, 떠나길 이 scean
Goddamn, goddamn, goddamn (Goddamn)
나 1TYM 전성기처럼 뜨거 hotdamn (Hotdamn)
내가 rap을 할땐 만지지 말어 다 데여
가격 묻지마 my wrist (No, no)
닌 못 사, 하던대로 지르콘이나 박어
핏이 나 넌 그게 딱 damn (Lol)
Fuck them, 내 모조품들이 경례도 안해줘
난 서운한 상태야 (Ha-ha ha)",127.03,0.916,0.517,-3.831,0.471,0.2648,0.175
Summer!,SUPERBEE,3HiAtpwg9qkgiPHJSdnHHF,"피서지로 가자 Skrrrr 써
Prada Bucket 날씨가 너무 더운데
이런 날은 저
시원한 바다에 퐁 하고
빠지고 파 너랑 동해에
Baby I can make your dreams come true
파노라마 선루프를 열어 이뻐 구름이
모닥불을 피워 Like cast away
옆에 있어 매일 바비큐 파티에 맥주
모든 Stress는 Dead
널 백수로 만들어 버릴래 Babe
Got you all iced out 코끼리만 한 웨딩링
너랑 살 저택을 매입해
선물로 줄 수도 New porsche ah ah

오늘이 월요일이면
사표 쓰고 그냥 Follow me
차를 타고 떠나버리자 이 복잡한 도시를
걱정 마 Baby you know
That I'm yng&rich yeah
모히또에 가서 몰디브를 그냥 Sip 해
말하기만 해봐 Baby 난 너의 지니
모두 가질 수 있어 이 카드는 No limit
머리부터 발끝까지 전부다 Louis V
이젠 더 이상 안 맞춰도 돼
그 새끼들 비위 Yeah
파도 소리에 눈을 뜨면
내가 해물 라면을 끓여줄게
옆에 타기만 해 나 너네 집 앞이야
저 바다가 우릴 기다리니

Uh baby 거짓말이 아냐
난 너랑 가고 싶어 Paradise
나 이제 지쳤어 For one night
돈 걱정은 하지 마 My money's right
내 차는 2인석 다른 여자는 못 앉혀
I just need real love
해변으로 달려 내 차는 뚜껑이 열려
24살인데 이런 놈이 어딨어?
Baby I'm so fly 아아 안 해도 돼 멋진 척
시속 200으로 밟어 I'm a speed racer
Oh 오늘 밤에 우린 찾을 거야 보물섬 Yeah

우린 여길 벗어나
아무도 없는 곳으로 빨리 떠나자
난 꿈을 그려 너와
Okay 이미 준비됐어 난
You can ride with me
Okay baby Lets chill
Don't care about nothing
누가 뭐라 말하던지
Don't kill my vibe
I can feel so great
You can rock with us
Let's meet up
이젠 놀러다녀 매일 (Let's go)",85.005,0.453,0.717,-9.394,0.483,0.3179,0.2027
Do You Love Me?,SUPERBEE,3F2uFzI9QZvu32jpV499EM,"I don't know why you here
네가 원하는 건 내가 아닌 크리스챤 디올
다른 여자 만나는 건 내게 너무나 쉬워
근데 굳이 널 만나고 있는 내가 넘 미워
돈만 쫓다보니까 어느새 내 맘은 텅 비어
주변을 돌아보니깐 아무도 없어 나는 외로워
그래서 지붕을 연 다음
엑셀을 밟어 마치 Top gear
거지 새끼들이랑 어울릴 수 없어
Yeah I'm top tear
넌 연기를 참 잘해 Better than 안젤리나 졸리
내 눈엔 전부 보이지만 알면서 속아줬지
이유는 오로지 내 맘을 채우기 위해서
I felt so empty
아마도 우리는 다를 바 없어
I'll forgive you you'll forgive me

난 발망 선글라스를 끼고 울며 걸어 밤거릴
눈물이 흘러 나이아 가라 폭포
넌 날 사랑하는 척 하곤 떠나
알고보니 데뷔를 앞둔 배우였어 기획사 소속
대체 왜 그랬니 알고보니 걔네 집
연기 수업 받기에는 가난했던 Ghetto 집
나 처음으로 돈이 밉다고
생각했었지 (미쳤었지)
저주받았다 생각했어 나의 고통
넌 모를걸 My pain
지금 나를 봐 그냥 폐인
난 원해 Love 넌 원해 Blow up
못 이뤄질 수 밖에
이 이야기는 실화야 지금도 안 믿기지만
그래서 마음 아파
잘 살아",126.603,0.814,0.751,-2.417,0.441,0.2516,0.1956
I’m Gone,SUPERBEE,1AN7BllhO1nMLYfMzXTszi,"Yeah, spit my soul
Hip-hop이 똥값이어도 keep myself (Hoo)
성공은 년, 난 배다른 친남매 (Let’s get it)
실패는 놈, 그 새낀 이제 안 친한 애야 (Bitch)
Insta 성형미인 wanna be my bae (What?)
흙바닥에서 온 놈 이제는 빛나 매일 rockin Dior
When I walk in the city Seoul
Damn I feel like I'm mayor
괜찮은 새끼래네, 자랑이 심한 걸 빼면 (빼면)
근데 그걸 빼면 내가 아니지 (Huh)
여기서 화폐는 예술, 전부 바라지 (Damn right)
지어낸 가짜 사랑 노래보단
사임당 냄새나는 내 음악이 전해 진짜 사실을 (Fact)
우린 사실 돈을 벌고 싶어서 공부를 했지 (Shit)
그걸 고대로 믿은 친구는 병신이 됐지
우릴 가르친 것들이 다 공무원이니 (Shit)
다 공무원 돼, 여기 코미딘
Too many people jealous of me
Rapper 같은 것들이 없어 난 rapper지 (Rapper지)
Homo couple 마냥
모두 같은 fake jewelrys, fake drippin
난 그걸 거지 hip-hop이라 부르고
It ain't funny, uh (Ain’t funny)
그걸 만들어 놓은 새끼들이 잡혀가야
이 문화가 소중해지겠지만, uh
실은 내가 이런 말을 해도
아무도 관심이 없고 나만 깨지겠지만, uh
I'm fucking real tryna test me
근데 fake이 너무 많아서 fake이 real
난 Verbal Jint 2020 version
가짜들 모여 진짜가 돼
진짜인 내 편인 listener도 없지, I'm done

10만원짜리 mic로 시작했지만 이젠
10분에 1000만원도 써 버려 진짜 (진짜)
Prada를 신고 걸어 난 이제 더러운 부자야 (I’m rich)
학교는 비록 끝까지 못 끝냈지만, ay
인마, 나 서울대를 갔어도 이 만큼은 못 벌었을 거라고
Rap이 한 놈 구했지, 은혜를 입어 갱생
이 날을 너무 오래 기다렸네, erry damn dayz
지하에서 came back came back
너넨 몰라 얼마나 어려운지, 서러운지
또 더러운지를 여기 이 game이 (이 game이)
샴페인을 따야겠어 통장에
100이 없을 때가 기억이 나서
기분이 fucked up이네 (Feel shit)
신은 용서하시길, 이 자리에 오려
어쩔 수없이 lame들의 등을 밟았네
Amen, 난 한국의 Wayne돼
내 안엔 돈과 rap skill, 유명세가 모여 서로 갱뱅
나하고 돈은 늘 언제나 밀접하게 있지
마치 주유소와 화장실의 관계처럼, ay
다만 그것보다 중요한 건 내가 최고라는 거지
I’m the goat motherfucker, you nah mean (Aight?)
Rap Legend 2's bumpin the city pumf
Fake들은 die, 지진 나 엎질러지지 goin' quake (Quake)
Rollie가 오른쪽엔 왼편엔 AP
Yeah, that's why I'm goin' straight
Rap legend, 불을 뿜어대, dragon
귀신의 귀도 뺏어
난 rap을 위해 태어났어, tell 'em
이 flow는 미래서 왔지
근데 하나 문제는 과거로 불시착을 했단거지
한국 hip-hop, I’m done",95.596,0.205,0.515,-13.385,0.314,0.2839,0.2085
KILL,UNEDUCATED KID,1TlxJTl12nTgCI0HxwRUpo,"내 여자는 빨어 케타민, 내 여자는 빨어 ecstasy
친년 난 그냥 가지고 놀다가 버리지, I cannot trust this bitch
나랑 내 친구들 ready to drill, 나랑 내 친구들 ready to kill
새꺄 난 필요하다면 널 죽이고 감방에 갈 거야, I keep it real
I keep it trill, 변하지 않아
I let you feel, 하늘을 날아
널 천국에 보내줄게 손을 잡아
I count my bills, 지문이 닳아
They think I'm weird, 신경 쓰지 않아
왜냐면 내가 너보다 돈 많아",127.068,0.907,0.55,-3.744,0.512,0.7164,0.6194
Amazing (feat. Jvcki Wai & Paul Blanco),UNEDUCATED KID,1Ok6W0xYKDTm5VzCcGs7Ff,"Bitch, I'm on that gang shit
Bitch, I'm still finessin'
나는 너네랑 안 놀지, 왜냐면 니넨 그지
They don't know my pain, 한번 와봐 내 동네, yah
I need all the light, 지금 Blanco 내 옆에, yah
난 교회는 잘 안가, 돈 버느라 바빠
하지만 I feel like god bless on me
내 돈을 빨리 갚아, 내 성격 너무 나빠
Now I got hunnit thousand cash on me
네 여자는 날 빨구 형님들은 눈을 깔구, yah
나는 약을 팔구 그 돈으로 옷을 사구, yah
Bitch, I'm still shinin, bitch, I'm still glory
Bitch, I'm still grindin, bitch, I'm still ballin

친구들과 놀아, 지금 존나게 높아
옆에 잘생긴 오빠 입에 지폐를 꽂아
사실 아직 나 부족해, 여기 한대 더 말아
하얀색, 초록색 전부 다 가루로 갈아
좆같은 얼굴들 재끼고, 나는 내 것만 챙기고
트렌디한 flow도 챙기고, 전부 쓰러뜨려 도미노
전부 쓰러뜨려 도미노, 전부 쓰러뜨려 도미노
난 비트코인 시세처럼 쓰러졌다 더 위로
Boy I'm not gonna die tonight
I'm gon make you bitch suicide",133.207,0.483,0.508,-6.883,0.523,0.5359,0.3644
I’m Back,UNEDUCATED KID,4CModgKbnce8Gi8FVQlNmS,"I'm back, lil bitch
집을 떠나온 지 2년 만에 got rich
Rolex를 차고 있고 외제차를 몰고 있어
듣도 보도 못해봤던 거지새끼
I came from nothin' you can't tell me shit
어린 놈이 산전수전 겪었지
너네들은 감당할 수 없겠지
That's why I got diamonds on teeth on my wrist
금의환향, 동네방네 소리 지르고 다녀, 고성방가
백정으로 태어나서 돼버려 fuckin' 양반
저주받은 사주팔자, 씨발, 내가 바꿔
솔직히 걍 내가 해야 돼 문화부 장관
왜냐하면 내가 한국 힙합 문화 바깠으
내 음악은 계속해서 팔려, 마치 박카스
I ain't got no time for rest for vacance
남자가 되어야만 했어
셀 수 없을 만큼 돈을 벌기 위해선
난 원하는 건 가져, 안되면 그냥 뺏어
Uneducated Kid I'm a youngest finesser
계산기가 돌아가 내 머릿속에선
뭐가 이득이고 손해인지 고민해 계속
순수했던 김성우는 물들어 세속
순수했던 김성우는 물들어 세속",140.031,0.773,0.898,-5.588,0.6,0.4593,0.3303
So What (Feat. Beenzino),UNEDUCATED KID,3q738cBTApcG0vo5G1OTZC,"난 바지를 내리고 다녀 골반에
그래서 어쩌라고
명품에다가만 몇억을 썼네
그래서 어쩌라고
With my gang, we party all day
그래서 어쩌라고
어제 네 여자랑 갔었지 모텔
좋더라고
바람 좀 쐬려고 나갔어 홍대
래퍼들 숨더라고
손목엔 iced out 롤렉스 시계
어쩐지 춥더라고
엄마는 나 때문에 슬퍼했는데
이제는 웃더라고
성공은 어려워 보였었는데
해보니 쉽더라고
돈맛을 봐도 난 절대 안 변해
너넨 바뀌었더라고
난 가사에 진실만을 담았는데
너는 뻥 쳤더라고
여자를 불렀어 남친 있는데
버리고 오더라고
그녀는 말했어 오빠 넘 변태
그래서 어쩌라고
No, no, no, no, no, no
I don't care about you
난 남의 눈치 보지 않아
모든 게 내 자유
Middle fingers up, up, up, up
세상이 뭐래도 I go, go, go, go

신세계 갔는데 남는 게 없네
언에듀가 샀더라고
라플에 당첨된 애들도 없네
나도 안되더라고
BANA는 왜 자꾸 앨범을 안내?
말해 너 잘 되라고
코펜하겐에서 코피를 냈네
빵만 처먹느라고
요새 난 개밥에 더 신경 쓰네
강형욱도 아니고
삼시 세끼 나는 래퍼를 먹네
근데 맛없더라고
타협을 안 하고 농협을 갔네
부가 쌓였더라고
부가티 몇 대는 살 돈을 갖고 다니네
일부러 거지꼴 하고
스테피랑 라스베이거스 갔어
어쩌라고
딜러는 날 중국 부자로 봤어
어쩌라고
Motherfucker 나는 한국서 Nas
Motherfucker 나는 일등석에서
윷놀이하면서 왔어
What the fuck
돈 주라고 돈 주라고
합장 좀 그만해
알고 보면 힙스터들이
제일 돈을 안 내
이 골목에 저 골목에
시간 낭비 말고
버스에 태워 버스에 girl
쇼미는 정거장에 없어",123.895,0.827,0.777,-4.575,0.861,0.2269,0.1829
Now (feat. Okasian),UNEDUCATED KID,3Uh1D6HHmpu9iIGKG1iZsT,"네 눈엔 내가 바보처럼 보이나 본데
난 안 움직여 입금 전엔
지금 내가 바보처럼 보이나 본데
I don't post shit 입국 전엔
돈 필요해 지금 지금 말고 바로 지금
내 눈엔 상금뿐이니 좆까 네 기분
네 농담엔 하품만 해, 나 진지해 지금
난 그저 집중에 집중

Ah, runnin' up a check, 나는 돈이 필요해
왜냐하면 명품관에 가서 쇼핑 해야돼
Gucci, Chanel, Moncler, 전부 담아 shopping bag
아줌마들은 나를 보고 기절 초풍해
Bitch, I’m up next, feelin' so blessed
힘든 날은 갔고 좋은 날만 남았네
I don’t need no fame, I just want some cash
나는 지금 당장 아님 음악 안 할래, yah

지금 이어야만 하는 건
지금 이어야만 해 타던가 꺼져
숨이 차, 돈 세느라 숨차
이젠 갚을 돈 아니라 번 돈을 세다 자고 나면
아침이 오고 난 당연히 한 바퀴
그 한 바퀴 끝나기 전 이미 난 다음 바퀴
배가 터지더라도 안 끝나 우리 끼니
If you with it then I’m with it
뭘 물어봐, 우리 끼리

나는 부자 아님 부자 아님 부자
돈 때문에 힘들었으니까 우리 웃자
숨자 내가 부자 되는 날에
우리 같이 문 잠그고 숨자
나는 돈에 환장, 나는 돈에 환장
시간은 날 기다리지 않아 항상
난 외제차를 원해, 씨발, 지금 당장",140.025,0.952,0.533,-3.471,0.517,0.4196,0.3123
